Easy MPEG to DVD Burner.exe | 0x406b16 | aaa ; add dword ptr [eax], eax ; pop edi ; pop esi ; ret 4
Easy MPEG to DVD Burner.exe | 0x417843 | adc al, 0x42 ; add eax, edx ; mov eax, dword ptr [ecx + eax*4] ; ret
Easy MPEG to DVD Burner.exe | 0x416fff | adc al, 0x5e ; ret
Easy MPEG to DVD Burner.exe | 0x403e09 | adc al, 0x5f ; pop esi ; sub ecx, eax ; xor eax, eax ; mov dword ptr [edx], ecx ; ret 0xc
Easy MPEG to DVD Burner.exe | 0x414766 | adc al, 0x75 ; add al, ch ; ret 0xffd2
Easy MPEG to DVD Burner.exe | 0x40f989 | adc al, 0x83 ; les edx, ptr [eax] ; ret 0xc
Easy MPEG to DVD Burner.exe | 0x417248 | adc al, 0x83 ; retf
Easy MPEG to DVD Burner.exe | 0x411bfd | adc al, 0x85 ; rcr byte ptr [edi + 0x5e], 0x5b ; je 0x411c10 ; dec eax ; ret
Easy MPEG to DVD Burner.exe | 0x4121aa | adc al, 0x85 ; sal byte ptr [esp + eax + 0x3b], cl ; retf 0x4c75
Easy MPEG to DVD Burner.exe | 0x412d56 | adc al, 0x88 ; mov dword ptr [ebp + 0xc], edx ; pop ebp ; pop ebx ; pop ecx ; ret
Easy MPEG to DVD Burner.exe | 0x413276 | adc al, 0x88 ; mov eax, dword ptr [esi] ; inc eax ; mov dword ptr [esi], eax ; pop esi ; ret
Easy MPEG to DVD Burner.exe | 0x406081 | adc al, 0x8b ; ret
Easy MPEG to DVD Burner.exe | 0x4058b7 | adc al, 0x8b ; retf 0xe181
Easy MPEG to DVD Burner.exe | 0x41421e | adc al, 0xb ; retf 0x568b
Easy MPEG to DVD Burner.exe | 0x4017f6 | adc al, 0xb8 ; mov al, 0x73 ; inc edx ; add byte ptr [edi + 0x5e], bl ; ret
Easy MPEG to DVD Burner.exe | 0x40ad25 | adc al, 0xc6 ; inc esp ; and al, 0x28 ; add eax, ebp ; retf 0xf4
Easy MPEG to DVD Burner.exe | 0x40675e | adc bl, al ; mov eax, dword ptr [0x41d308] ; ret
Easy MPEG to DVD Burner.exe | 0x415f3b | adc byte ptr [eax - 0x75], al ; dec esi ; add al, 0x83 ; ret 0x3b54
Easy MPEG to DVD Burner.exe | 0x4083cc | adc byte ptr [eax], al ; add byte ptr [eax], al ; pop edi ; pop esi ; ret 4
Easy MPEG to DVD Burner.exe | 0x414218 | adc byte ptr [eax], al ; add byte ptr [ebx + 0xb14245c], cl ; retf 0x568b
Easy MPEG to DVD Burner.exe | 0x419102 | adc byte ptr [eax], al ; add byte ptr [ebx - 0x3974fb3c], al ; pop esi ; ret 4
Easy MPEG to DVD Burner.exe | 0x40c9ca | adc byte ptr [eax], al ; ret
Easy MPEG to DVD Burner.exe | 0x412192 | adc byte ptr [ebp + 0x3b0474d2], al ; retf 0x6475
Easy MPEG to DVD Burner.exe | 0x40ec64 | adc byte ptr [ebx + 0x2b34245c], cl ; ret 0xcf2b
Easy MPEG to DVD Burner.exe | 0x415008 | adc byte ptr [ebx + 0x330244c], cl ; retf 0x4c89
Easy MPEG to DVD Burner.exe | 0x4130c2 | adc byte ptr [ebx + 0x41d60c15], cl ; add byte ptr [ecx - 0x7d], dl ; ret 0x6840
Easy MPEG to DVD Burner.exe | 0x4058b3 | adc byte ptr [ebx - 0x74ebdb84], cl ; retf 0xe181
Easy MPEG to DVD Burner.exe | 0x413d79 | adc byte ptr [ebx - 0x7cbafbb9], cl ; ret
Easy MPEG to DVD Burner.exe | 0x4175bf | adc byte ptr [ebx - 0x7cbffbb1], cl ; ret 0x3b18
Easy MPEG to DVD Burner.exe | 0x415a9e | adc byte ptr [ebx], al ; ret 0x448d
Easy MPEG to DVD Burner.exe | 0x4174bb | adc byte ptr [ebx], al ; ret 0x508b
Easy MPEG to DVD Burner.exe | 0x40eb91 | adc byte ptr [ebx], al ; retf
Easy MPEG to DVD Burner.exe | 0x415df5 | adc byte ptr [ebx], al ; retf 0x4c89
Easy MPEG to DVD Burner.exe | 0x40a2ed | adc byte ptr [ebx], al ; retf 0xc13b
Easy MPEG to DVD Burner.exe | 0x4181b1 | adc byte ptr [ebx], bh ; ret 0x8c0f
Easy MPEG to DVD Burner.exe | 0x419ef6 | adc byte ptr [ebx], cl ; ret 0x5056
Easy MPEG to DVD Burner.exe | 0x413f4a | adc byte ptr [edi + 0x5e], bl ; pop ebp ; pop ebx ; add esp, 0x14 ; ret
Easy MPEG to DVD Burner.exe | 0x413c7d | adc byte ptr [edi + 0x5e], bl ; pop ebp ; pop ebx ; add esp, 0x18 ; ret
Easy MPEG to DVD Burner.exe | 0x416bd0 | adc byte ptr [edi + 0x5e], bl ; pop ebp ; pop ebx ; add esp, 0x20 ; ret
Easy MPEG to DVD Burner.exe | 0x41455c | adc byte ptr [edi + 0x5e], bl ; pop ebp ; pop ebx ; ret
Easy MPEG to DVD Burner.exe | 0x4163ae | adc byte ptr [edi + 0x5e], bl ; ret
Easy MPEG to DVD Burner.exe | 0x416f9e | adc byte ptr [edi + esi*8 - 0x77], bh ; push ecx ; inc eax ; mov dword ptr [ecx + 0x54], edx ; ret
Easy MPEG to DVD Burner.exe | 0x418279 | adc byte ptr [edx + 0x3b], al ; ret 0x77e
Easy MPEG to DVD Burner.exe | 0x41b7c1 | adc cl, ch ; dec ecx ; ret 0xfffe
Easy MPEG to DVD Burner.exe | 0x419212 | adc dword ptr [eax], eax ; add byte ptr [edi + 0x5e], bl ; ret 4
Easy MPEG to DVD Burner.exe | 0x412c1a | adc dword ptr [ebx - 0x75e775fe], ecx ; retf
Easy MPEG to DVD Burner.exe | 0x4150f0 | adc dword ptr [ecx + 0x3b182444], ecx ; ret 0xbe7c
Easy MPEG to DVD Burner.exe | 0x419211 | adc dword ptr gs:[eax], eax ; add byte ptr [edi + 0x5e], bl ; ret 4
Easy MPEG to DVD Burner.exe | 0x40d169 | adc eax, 0x41d048 ; ret 0x10
Easy MPEG to DVD Burner.exe | 0x40cb58 | adc eax, 0x41d04c ; ret 0x1c
Easy MPEG to DVD Burner.exe | 0x40cb19 | adc eax, 0x41d050 ; ret 0x10
Easy MPEG to DVD Burner.exe | 0x40caca | adc eax, 0x41d054 ; ret 4
Easy MPEG to DVD Burner.exe | 0x40caaf | adc eax, 0x41d058 ; ret 8
Easy MPEG to DVD Burner.exe | 0x4075f9 | adc eax, 0x41d0a4 ; pop edi ; pop esi ; ret 0xc
Easy MPEG to DVD Burner.exe | 0x41943c | adc eax, 0x41d0a4 ; pop esi ; ret 8
Easy MPEG to DVD Burner.exe | 0x40e0f3 | adc eax, 0x41d0a4 ; ret 8
Easy MPEG to DVD Burner.exe | 0x40551b | adc eax, 0x41d0fc ; xor eax, eax ; pop esi ; ret
Easy MPEG to DVD Burner.exe | 0x41a724 | adc eax, 0x41d578 ; pop ecx ; ret
Easy MPEG to DVD Burner.exe | 0x41312c | adc eax, 0x41d5bc ; add esp, 0xc ; ret
Easy MPEG to DVD Burner.exe | 0x41654e | adc eax, 0x41d5bc ; pop esi ; ret
Easy MPEG to DVD Burner.exe | 0x41ab05 | adc eax, 0x41d610 ; pop ecx ; push 1 ; pop eax ; ret 8
Easy MPEG to DVD Burner.exe | 0x416e05 | adc eax, 0x41d63c ; add esp, 0x10 ; pop esi ; ret
Easy MPEG to DVD Burner.exe | 0x416ff8 | adc eax, 0x41d63c ; add esp, 0x14 ; pop esi ; ret
Easy MPEG to DVD Burner.exe | 0x4065d7 | adc eax, 0x41d748 ; ret
Easy MPEG to DVD Burner.exe | 0x419f02 | adc eax, 0x41d778 ; pop edi ; pop esi ; ret 4
Easy MPEG to DVD Burner.exe | 0x40cd84 | adc eax, 0x41d77c ; ret 0x20
Easy MPEG to DVD Burner.exe | 0x40cbc9 | adc eax, 0x41d7ac ; ret 0x10
Easy MPEG to DVD Burner.exe | 0x40feb7 | adc eax, 0x41d7c8 ; pop edi ; xor eax, eax ; pop esi ; ret 4
Easy MPEG to DVD Burner.exe | 0x40d818 | adc eax, 0x41d7c8 ; pop esi ; ret 0xc
Easy MPEG to DVD Burner.exe | 0x4100bf | adc eax, 0x41d7c8 ; pop esi ; ret 4
Easy MPEG to DVD Burner.exe | 0x40e34e | adc eax, 0x41d7c8 ; ret
Easy MPEG to DVD Burner.exe | 0x40fdac | adc eax, 0x41d7c8 ; xor eax, eax ; ret 8
Easy MPEG to DVD Burner.exe | 0x405d6f | adc eax, 0x41d7f0 ; pop esi ; add esp, 8 ; ret 8
Easy MPEG to DVD Burner.exe | 0x405ca0 | adc eax, 0x41d7f0 ; pop esi ; ret
Easy MPEG to DVD Burner.exe | 0x405d35 | adc eax, 0x41d7f0 ; pop esi ; ret 0xc
Easy MPEG to DVD Burner.exe | 0x40179c | adc eax, 0x41d7f8 ; add esp, 0x1c ; ret
Easy MPEG to DVD Burner.exe | 0x416782 | adc eax, 0x424ece ; add esp, 0x7c ; ret
Easy MPEG to DVD Burner.exe | 0x41aa8d | adc eax, 0x59000000 ; pop ecx ; ret
Easy MPEG to DVD Burner.exe | 0x408195 | adc esp, dword ptr [eax] ; add dword ptr [eax], eax ; add esp, 4 ; pop esi ; ret
Easy MPEG to DVD Burner.exe | 0x40dbd5 | add ah, cl ; add byte ptr [ebx], ch ; ret 0x568b
Easy MPEG to DVD Burner.exe | 0x40d730 | add ah, cl ; add byte ptr [edx + 0x2b], dl ; retf
Easy MPEG to DVD Burner.exe | 0x41186c | add al, 0 ; add byte ptr [eax], al ; ret
Easy MPEG to DVD Burner.exe | 0x40fdb7 | add al, 0 ; add byte ptr [eax], al ; ret 8
Easy MPEG to DVD Burner.exe | 0x41484d | add al, 0 ; add byte ptr [ecx + 0x307e283], bl ; ret 0xf8c1
Easy MPEG to DVD Burner.exe | 0x40ffc8 | add al, 0 ; add byte ptr [edx - 1], dl ; xlatb ; pop edi ; pop esi ; ret
Easy MPEG to DVD Burner.exe | 0x40ccf8 | add al, 0 ; mov eax, ecx ; pop edi ; pop esi ; ret 4
Easy MPEG to DVD Burner.exe | 0x406b1c | add al, 0 ; nop ; nop ; mov eax, 0x41e6a0 ; ret
Easy MPEG to DVD Burner.exe | 0x407fac | add al, 0 ; nop ; nop ; mov eax, dword ptr [0x41d390] ; ret
Easy MPEG to DVD Burner.exe | 0x407a9c | add al, 0 ; nop ; nop ; ret 4
Easy MPEG to DVD Burner.exe | 0x418b91 | add al, 0 ; or eax, 0xffffffff ; ret 4
Easy MPEG to DVD Burner.exe | 0x410b44 | add al, 0x23 ; add byte ptr [ecx + 0xf242444], cl ; lahf ; ret 0x763d
Easy MPEG to DVD Burner.exe | 0x404970 | add al, 0x3b ; ret
Easy MPEG to DVD Burner.exe | 0x4121de | add al, 0x3b ; retf 0x1c75
Easy MPEG to DVD Burner.exe | 0x4121c6 | add al, 0x3b ; retf 0x3475
Easy MPEG to DVD Burner.exe | 0x4121ae | add al, 0x3b ; retf 0x4c75
Easy MPEG to DVD Burner.exe | 0x412196 | add al, 0x3b ; retf 0x6475
Easy MPEG to DVD Burner.exe | 0x415a92 | add al, 0x3b ; retf 0x7b7f
Easy MPEG to DVD Burner.exe | 0x415b0d | add al, 0x3b ; retf 0x857e
Easy MPEG to DVD Burner.exe | 0x41642b | add al, 0x40 ; add eax, ecx ; ret
Easy MPEG to DVD Burner.exe | 0x418c1c | add al, 0x40 ; mov dword ptr [esi + 4], eax ; xor eax, eax ; pop esi ; ret
Easy MPEG to DVD Burner.exe | 0x4157d6 | add al, 0x50 ; push edx ; call 0x411a65
Easy MPEG to DVD Burner.exe | 0x41a78c | add al, 0x50 ; ret
Easy MPEG to DVD Burner.exe | 0x4157cd | add al, 0x52 ; call 0x411ab4
Easy MPEG to DVD Burner.exe | 0x40819b | add al, 0x5e ; ret
Easy MPEG to DVD Burner.exe | 0x4188a9 | add al, 0x5f ; pop esi ; pop ebp ; pop ebx ; add esp, 8 ; ret
Easy MPEG to DVD Burner.exe | 0x414b05 | add al, 0x5f ; pop esi ; pop ebp ; pop ebx ; pop ecx ; ret
Easy MPEG to DVD Burner.exe | 0x40c9be | add al, 0x66 ; xor eax, eax ; ret
Easy MPEG to DVD Burner.exe | 0x40c9bc | add al, 0x74 ; add al, 0x66 ; xor eax, eax ; ret
Easy MPEG to DVD Burner.exe | 0x417407 | add al, 0x7c ; retf
Easy MPEG to DVD Burner.exe | 0x41634c | add al, 0x80 ; retf 0x8804
Easy MPEG to DVD Burner.exe | 0x4138b5 | add al, 0x81 ; add esp, 0x1c ; ret
Easy MPEG to DVD Burner.exe | 0x417848 | add al, 0x81 ; ret
Easy MPEG to DVD Burner.exe | 0x40b54a | add al, 0x81 ; ret 4
Easy MPEG to DVD Burner.exe | 0x415f3f | add al, 0x83 ; ret 0x3b54
Easy MPEG to DVD Burner.exe | 0x40a3bc | add al, 0x83 ; retf
Easy MPEG to DVD Burner.exe | 0x413a14 | add al, 0x85 ; add al, 0 ; add byte ptr [eax], al ; ret
Easy MPEG to DVD Burner.exe | 0x41391e | add al, 0x85 ; sar byte ptr [ebp - 0x11], 0x5f ; xor eax, eax ; pop esi ; ret
Easy MPEG to DVD Burner.exe | 0x4138f4 | add al, 0x87 ; pop edi ; pop esi ; pop ebp ; pop ebx ; add esp, 0x1c ; ret
Easy MPEG to DVD Burner.exe | 0x416fc7 | add al, 0x8b ; pop edi ; add al, 3 ; retf
Easy MPEG to DVD Burner.exe | 0x4133ba | add al, 0x8b ; push es ; inc eax ; mov dword ptr [esi], eax ; pop esi ; pop ebx ; ret
Easy MPEG to DVD Burner.exe | 0x40e133 | add al, 0x8b ; ret 0xe083
Easy MPEG to DVD Burner.exe | 0x407ff9 | add al, 0x8d ; pop esi ; or byte ptr [ecx - 0x74e7db84], cl ; retf
Easy MPEG to DVD Burner.exe | 0x4185e6 | add al, 0x90 ; dec ecx ; jns 0x4185f9 ; or eax, 0xffffffff ; pop esi ; ret
Easy MPEG to DVD Burner.exe | 0x4161c5 | add al, 0x99 ; sub eax, edx ; sar eax, 1 ; add eax, ecx ; ret
Easy MPEG to DVD Burner.exe | 0x41429e | add al, 0xa ; retf 0x508a
Easy MPEG to DVD Burner.exe | 0x416a7d | add al, 0xa ; retf 0x885f
Easy MPEG to DVD Burner.exe | 0x416219 | add al, 0xc1 ; loopne 0x41622b ; shr edx, 3 ; or eax, edx ; ret
Easy MPEG to DVD Burner.exe | 0x40af31 | add al, 0xe8 ; ret
Easy MPEG to DVD Burner.exe | 0x4077fa | add al, 0xe8 ; ret 0x12b
Easy MPEG to DVD Burner.exe | 0x41a745 | add al, 0xe8 ; retf
Easy MPEG to DVD Burner.exe | 0x412bb8 | add al, 0xf3 ; movsd dword ptr es:[edi], dword ptr [esi] ; pop edi ; pop esi ; ret
Easy MPEG to DVD Burner.exe | 0x412bd9 | add al, 0xf3 ; stosd dword ptr es:[edi], eax ; mov eax, edx ; pop edi ; ret
Easy MPEG to DVD Burner.exe | 0x41a722 | add al, 0xff ; adc eax, 0x41d578 ; pop ecx ; ret
Easy MPEG to DVD Burner.exe | 0x40a199 | add al, 1 ; add byte ptr [ebx], bh ; ret
Easy MPEG to DVD Burner.exe | 0x412a84 | add al, 3 ; ret 0x538b
Easy MPEG to DVD Burner.exe | 0x4118ce | add al, 3 ; ret 0x90c3
Easy MPEG to DVD Burner.exe | 0x416fca | add al, 3 ; retf
Easy MPEG to DVD Burner.exe | 0x416a77 | add al, byte ptr [eax - 0x1e3ff01e] ; add al, 0xa ; retf 0x885f
Easy MPEG to DVD Burner.exe | 0x403a39 | add al, byte ptr [eax - 0x7c] ; leave ; jne 0x403a3b ; ret 8
Easy MPEG to DVD Burner.exe | 0x40e067 | add al, byte ptr [eax] ; add bl, dh ; stosd dword ptr es:[edi], eax ; pop edi ; pop esi ; ret 4
Easy MPEG to DVD Burner.exe | 0x40fcea | add al, byte ptr [eax] ; add byte ptr [eax], al ; pop ebx ; add esp, 0x18 ; ret 0x10
Easy MPEG to DVD Burner.exe | 0x406bda | add al, byte ptr [eax] ; add byte ptr [eax], al ; ret
Easy MPEG to DVD Burner.exe | 0x4123d5 | add al, byte ptr [eax] ; add byte ptr [ebx - 0x7bf0ffc6], al ; retf 0
Easy MPEG to DVD Burner.exe | 0x4193f3 | add al, byte ptr [eax] ; add byte ptr [edi + 0x5e], bl ; ret
Easy MPEG to DVD Burner.exe | 0x40e0df | add al, byte ptr [eax] ; add byte ptr [edi - 0x75], dl ; into ; call 0x41a382
Easy MPEG to DVD Burner.exe | 0x412ad2 | add al, byte ptr [eax] ; pop esi ; pop ebp ; ret
Easy MPEG to DVD Burner.exe | 0x40c9cf | add al, byte ptr [eax] ; ret
Easy MPEG to DVD Burner.exe | 0x4032d8 | add al, byte ptr [edx + 0x3a] ; ret
Easy MPEG to DVD Burner.exe | 0x419da8 | add al, ch ; and byte ptr [esi], al ; add byte ptr [eax], al ; pop esi ; ret 0xc
Easy MPEG to DVD Burner.exe | 0x405353 | add al, ch ; daa ; retf 0xffff
Easy MPEG to DVD Burner.exe | 0x407c64 | add al, ch ; fsubr dword ptr [edx] ; add dword ptr [eax], eax ; pop ecx ; ret
Easy MPEG to DVD Burner.exe | 0x40e18e | add al, ch ; jl 0x40e1b6 ; add byte ptr [eax], al ; xor eax, eax ; ret 8
Easy MPEG to DVD Burner.exe | 0x40e318 | add al, ch ; mov al, 0xc0 ; add byte ptr [eax], al ; ret 0xc
Easy MPEG to DVD Burner.exe | 0x407cb4 | add al, ch ; mov byte ptr [edx], ch ; add dword ptr [eax], eax ; pop ecx ; ret
Easy MPEG to DVD Burner.exe | 0x4066d3 | add al, ch ; mov ch, 0x3d ; add dword ptr [eax], eax ; ret 0x1c
Easy MPEG to DVD Burner.exe | 0x40ae58 | add al, ch ; mov esp, 0x3b0000f7 ; ret
Easy MPEG to DVD Burner.exe | 0x410838 | add al, ch ; nop ; wait ; add byte ptr [eax], al ; ret 0xc
Easy MPEG to DVD Burner.exe | 0x407f34 | add al, ch ; or byte ptr [eax], ch ; add dword ptr [eax], eax ; pop ecx ; ret
Easy MPEG to DVD Burner.exe | 0x41aabb | add al, ch ; pop es ; add byte ptr [eax], al ; add byte ptr [ecx + 0x59], bl ; ret
Easy MPEG to DVD Burner.exe | 0x4135c7 | add al, ch ; ret
Easy MPEG to DVD Burner.exe | 0x414768 | add al, ch ; ret 0xffd2
Easy MPEG to DVD Burner.exe | 0x401b8f | add al, ch ; retf
Easy MPEG to DVD Burner.exe | 0x4190c0 | add al, ch ; retf 0x14
Easy MPEG to DVD Burner.exe | 0x401724 | add al, ch ; retf 0x18a
Easy MPEG to DVD Burner.exe | 0x41002e | add al, ch ; retf 0xa6
Easy MPEG to DVD Burner.exe | 0x401094 | add al, ch ; test al, 0x96 ; add dword ptr [eax], eax ; pop ecx ; ret
Easy MPEG to DVD Burner.exe | 0x4081e3 | add bh, al ; push es ; add byte ptr [eax], al ; add byte ptr [eax], al ; pop edi ; pop esi ; ret 4
Easy MPEG to DVD Burner.exe | 0x4075f7 | add bh, bh ; adc eax, 0x41d0a4 ; pop edi ; pop esi ; ret 0xc
Easy MPEG to DVD Burner.exe | 0x40e34c | add bh, bh ; adc eax, 0x41d7c8 ; ret
Easy MPEG to DVD Burner.exe | 0x40e15d | add bh, bh ; nop ; test al, 0 ; add byte ptr [eax], al ; pop esi ; ret 8
Easy MPEG to DVD Burner.exe | 0x412b8b | add bh, bh ; xlatb ; add esp, 0x24 ; pop edi ; pop esi ; pop ebx ; ret
Easy MPEG to DVD Burner.exe | 0x406c3f | add bh, dh ; fcomp dword ptr [ebx] ; rcr byte ptr [edi - 9], 0xd8 ; pop esi ; ret 4
Easy MPEG to DVD Burner.exe | 0x406f3a | add bh, dh ; ror dword ptr [ecx + 0x2b], 1 ; ret 0xc803
Easy MPEG to DVD Burner.exe | 0x40c9cb | add bl, al ; mov ax, 2 ; ret
Easy MPEG to DVD Burner.exe | 0x4075ae | add bl, ch ; ror dword ptr [edx + 0x74203c07], 1 ; retf
Easy MPEG to DVD Burner.exe | 0x40e069 | add bl, dh ; stosd dword ptr es:[edi], eax ; pop edi ; pop esi ; ret 4
Easy MPEG to DVD Burner.exe | 0x418b2e | add bl, dh ; stosd dword ptr es:[edi], eax ; stosw word ptr es:[edi], ax ; stosb byte ptr es:[edi], al ; pop edi ; mov eax, edx ; pop esi ; ret
Easy MPEG to DVD Burner.exe | 0x418151 | add byte ptr [eax + 0xf], dl ; pushfd ; ret 0x5651
Easy MPEG to DVD Burner.exe | 0x407084 | add byte ptr [eax + 1], bh ; pop esi ; ret
Easy MPEG to DVD Burner.exe | 0x40e310 | add byte ptr [eax + 1], bh ; ret 0xc
Easy MPEG to DVD Burner.exe | 0x40fdb5 | add byte ptr [eax + 4], bh ; ret 8
Easy MPEG to DVD Burner.exe | 0x40af30 | add byte ptr [eax + ebp*8], al ; ret
Easy MPEG to DVD Burner.exe | 0x4077f9 | add byte ptr [eax + ebp*8], al ; ret 0x12b
Easy MPEG to DVD Burner.exe | 0x4186be | add byte ptr [eax - 0x3cf43ef5], al ; pop ebx ; ret
Easy MPEG to DVD Burner.exe | 0x407e51 | add byte ptr [eax - 0x75], dl ; retf
Easy MPEG to DVD Burner.exe | 0x4123e0 | add byte ptr [eax - 0x7d], al ; ret 0x3b0c
Easy MPEG to DVD Burner.exe | 0x414a81 | add byte ptr [eax - 0x7f], al ; ret
Easy MPEG to DVD Burner.exe | 0x4065d4 | add byte ptr [eax - 1], dl ; adc eax, 0x41d748 ; ret
Easy MPEG to DVD Burner.exe | 0x40d815 | add byte ptr [eax - 1], dl ; adc eax, 0x41d7c8 ; pop esi ; ret 0xc
Easy MPEG to DVD Burner.exe | 0x4100bc | add byte ptr [eax - 1], dl ; adc eax, 0x41d7c8 ; pop esi ; ret 4
Easy MPEG to DVD Burner.exe | 0x405c9d | add byte ptr [eax - 1], dl ; adc eax, 0x41d7f0 ; pop esi ; ret
Easy MPEG to DVD Burner.exe | 0x405d32 | add byte ptr [eax - 1], dl ; adc eax, 0x41d7f0 ; pop esi ; ret 0xc
Easy MPEG to DVD Burner.exe | 0x410854 | add byte ptr [eax - 9], al ; fcomp dword ptr [ebx] ; sal bh, 0xd8 ; dec eax ; ret 4
Easy MPEG to DVD Burner.exe | 0x40af2f | add byte ptr [eax], al ; add al, 0xe8 ; ret
Easy MPEG to DVD Burner.exe | 0x4077f8 | add byte ptr [eax], al ; add al, 0xe8 ; ret 0x12b
Easy MPEG to DVD Burner.exe | 0x4190be | add byte ptr [eax], al ; add al, ch ; retf 0x14
Easy MPEG to DVD Burner.exe | 0x401722 | add byte ptr [eax], al ; add al, ch ; retf 0x18a
Easy MPEG to DVD Burner.exe | 0x40e34a | add byte ptr [eax], al ; add bh, bh ; adc eax, 0x41d7c8 ; ret
Easy MPEG to DVD Burner.exe | 0x406f38 | add byte ptr [eax], al ; add bh, dh ; ror dword ptr [ecx + 0x2b], 1 ; ret 0xc803
Easy MPEG to DVD Burner.exe | 0x4077f7 | add byte ptr [eax], al ; add byte ptr [eax + ebp*8], al ; ret 0x12b
Easy MPEG to DVD Burner.exe | 0x4186bc | add byte ptr [eax], al ; add byte ptr [eax - 0x3cf43ef5], al ; pop ebx ; ret
Easy MPEG to DVD Burner.exe | 0x4123de | add byte ptr [eax], al ; add byte ptr [eax - 0x7d], al ; ret 0x3b0c
Easy MPEG to DVD Burner.exe | 0x401e06 | add byte ptr [eax], al ; add byte ptr [eax], al ; add esp, 0x10 ; ret
Easy MPEG to DVD Burner.exe | 0x403cb2 | add byte ptr [eax], al ; add byte ptr [eax], al ; add esp, 0x10 ; ret 0xc
Easy MPEG to DVD Burner.exe | 0x402406 | add byte ptr [eax], al ; add byte ptr [eax], al ; add esp, 0x10 ; ret 4
Easy MPEG to DVD Burner.exe | 0x40d7aa | add byte ptr [eax], al ; add byte ptr [eax], al ; add esp, 0x14 ; ret
Easy MPEG to DVD Burner.exe | 0x40a4d4 | add byte ptr [eax], al ; add byte ptr [eax], al ; add esp, 0x14 ; ret 0x10
Easy MPEG to DVD Burner.exe | 0x40ada4 | add byte ptr [eax], al ; add byte ptr [eax], al ; add esp, 0x18 ; ret
Easy MPEG to DVD Burner.exe | 0x40b362 | add byte ptr [eax], al ; add byte ptr [eax], al ; add esp, 0x1c ; ret 0x10
Easy MPEG to DVD Burner.exe | 0x4101f3 | add byte ptr [eax], al ; add byte ptr [eax], al ; add esp, 0x1c ; ret 8
Easy MPEG to DVD Burner.exe | 0x40a0a6 | add byte ptr [eax], al ; add byte ptr [eax], al ; add esp, 0x24 ; ret 0x10
Easy MPEG to DVD Burner.exe | 0x40d12b | add byte ptr [eax], al ; add byte ptr [eax], al ; add esp, 0x28 ; ret 0xc
